PlanTable,ItemID,OptionPhase,PackID,Description,OnlineDescription,Qty,UOM,SellEach,CostEach,ExtPrice,ExtCost,MarginDollar,MarginPercent,Category,PriceLevel,CostUOM,BlendCost,AvgCost
plan1547e,ALUMCLIP,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,break away clips,Aluminum Breakaway ASW Clips,60,EA,1.04,0.78,62.4,46.8,$0.26 ,25.00%,1,l5,0.78,,
plan1547e,GRAVB31Z,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,screws #8 x 9/16,9/16 in x #8 Grabber #2 Phillips 5# Bx - Wafer Head Fine Thread,1,BX,32.4,24.3,32.4,24.3,$8.10 ,25.00%,1,l5,24.3,,
plan1547e,114W-5LB-G,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,"screws #6 x 1-1/4""",1 1/4 in x #6 Grabber #2 Phillips 5# Bx - Bugle Head Coarse Thread,1,BX,32,24,32,24,$8.00 ,25.00%,1,l5,24,,
plan1547e,GRAGGIFC29,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,fire caulking,"GrabberGard IFC Intumescent Fire
Caulk - 29 oz",1,EA,25.33,19,25.33,19,$6.33 ,24.99%,1,l5,19,,
plan1547e,GRAGSCSF,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,acoustic sealant,Grabber GSCS Acoustical Sealant,1,EA,9.43,7.07,9.43,7.07,$2.36 ,25.03%,1,l5,7.07,,
plan1547e,C32CW,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,power load,"Ramset C32CW Single Shot Powder Load, Power Level: 3, Green Code, 0.22 in Dia, 2-1/8 in L",1,BX,23.47,17.6,23.47,17.6,$5.87 ,25.01%,1,l5,17.6,,
plan1547e,ITW1508SD,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,nails,"1"" DRIVE PIN W/ WASHER 100/BOX",1,BOX,19.99,8.6,19.99,8.6,$11.39 ,56.98%,4503,05,8.6,,
plan1547e,24DF,,|30 2ND FLOOR SYSTEM 1547e CFGJK,floor bracing,2X4-RL STD&BTR DF,200,MBF,634.83,0.363514867,84.69,72.70297332,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,2616DF2,,|30 2ND FLOOR SYSTEM 1547e CFGJK,strongback,2X6-16' #2&BTR DF,8,MBF,556.18,7.6,71.19,60.8,$81.18 ,14.60%,2503,09,475,,
plan1547e,51214DF18GL,,|30 2ND FLOOR SYSTEM 1547e CFGJK,floor beam,5-1/2X14 GLAM LF,4,LF,25.92,22.0299,103.68,88.1196,$3.89 ,15.01%,2006,10,22.0299,,
plan1547e,51215DF18GL,,|30 2ND FLOOR SYSTEM 1547e CFGJK,floor beam,5-1/2X15 GLAM LF,18,LF,26.09,22.18,469.62,399.24,$3.91 ,14.99%,2006,10,22.18,,
plan1547e,W12BC14RIM,,|30 2ND FLOOR SYSTEM 1547e CFGJK,rim,1-5/16X11-7/8 BC LVLRIM 1.5 LF,200,LF,4.21,3.58,842,716,$0.63 ,14.96%,2042,10,3.58,,
plan1547e,WBC2LVL14LF,,|30 2ND FLOOR SYSTEM 1547e CFGJK,floor beam,1-3/4X14 BC LVL 2.1E LF,79,LF,9.45,8.03,746.55,634.37,$1.42 ,15.03%,2042,10,8.03,,
plan1547e,31214DF18GL,,|30 2ND FLOOR SYSTEM 1547e CFGJK,floor beam,3-1/2X14 GLAM LF,29,LF,19.26,16.37,558.54,474.73,$2.89 ,15.01%,2006,10,16.37,,
plan1547e,2420DF,,|30 2ND FLOOR SYSTEM 1547e CFGJK,stair stiff back,2X4-20' STD&BTR DF,13,MBF,634.83,7.264851333,110.01,94.44306733,$89.83 ,14.15%,2503,09,545.0001,,
plan1547e,288DF2,,|30 2ND FLOOR SYSTEM 1547e CFGJK,landing joists,2X8-8' #2&BTR DF,4,MBF,640.45,5.866848933,27.33,23.46739573,$90.45 ,14.12%,2503,09,549.9999,,
plan1547e,21220DF2,,|30 2ND FLOOR SYSTEM 1547e CFGJK,stair stringer,2X12-20' #2&BTR DF,3,MBF,636.36,28.8,76.36,86.4,($83.64),-13.14%,2503,09,720,,
plan1547e,118TGOSBWGOFF,,|30 2ND FLOOR SYSTEM 1547e CFGJK,stair landing,"1-1/8""4X8 T&G OSB EDGGLD SIF",1,MSF,1017.44,29.5039968,32.56,29.5039968,$95.44 ,9.38%,3507,08,921.9999,,
plan1547e,1212OSBS,,|30 2ND FLOOR SYSTEM 1547e CFGJK,stair treads,"5/4""X12""-12' STEP TREAD OSB",5,EA,23.49,16.5118,117.45,82.559,$6.98 ,29.71%,5603,11,16.5118,,
plan1547e,MSTI36,,|30 2ND FLOOR SYSTEM 1547e CFGJK,strap tie,SIMPSON STRAP TIE 2 1/16 X 36,6,EA,14.45,11.27,86.7,67.62,$3.18 ,22.01%,4502,05,11.27,,
plan1547e,HU612,,|30 2ND FLOOR SYSTEM 1547e CFGJK,joist hanger,FACE MOUNT HANGER 6X12,1,EA,19.65,15.33,19.65,15.33,$4.32 ,21.98%,4502,05,15.33,,
plan1547e,LUS28,,|30 2ND FLOOR SYSTEM 1547e CFGJK,landing joist hangers,LUS28 JOIST HANGER 2X8,8,EA,1.37,1.07,10.96,8.56,$0.30 ,21.90%,4502,05,1.07,,
plan1547e,LS50,,|30 2ND FLOOR SYSTEM 1547e CFGJK,blocking clips,"LS50 5"" ADJ L ANGLE SIMPSON",42,EA,2.22,1.7301,93.24,72.6642,$0.49 ,22.07%,4502,05,1.7301,,
plan1547e,MSTI36,,|30 2ND FLOOR SYSTEM 1547e K,strap tie,SIMPSON STRAP TIE 2 1/16 X 36,-2,EA,14.45,11.27,-28.9,-22.54,$3.18 ,22.01%,4502,05,11.27,,
plan1547e,78TGOSBWGOFF,,|32 2ND FLOOR SUBFLOOR 1547e CFGJK,floor sheathing,"7/8""4X8 T&G OSB EDGGLD SIF FF",33,MSF,773.26,23.1039968,816.56,762.4318944,$51.26 ,6.63%,3507,08,721.9999,,
plan1547e,SFG,,|32 2ND FLOOR SUBFLOOR 1547e CFGJK,adhesive,BFS SUB FLR GLUE 28OZ,10,EA,4.08,3.3893,40.8,33.893,$0.69 ,16.93%,4203,01,3.3893,,
plan1547e,OSBSTRIPS,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",2,EA,1.39,1.1351,2.78,2.2702,$0.25 ,18.34%,3511,08,1.1351,,
plan1547e,7165128OSB,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,filler,"7/16""5-1/2""X8 OSB NON-RTD",8,MSF,411,1.287117,12.06,10.296936,$60.00 ,14.60%,3506,08,351,,
plan1547e,24SBB,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,blocking,2X4 22-7/16 SOLID BIRD BLOCK,9,BOM,0.72,0.54,6.48,4.86,$0.18 ,25.00%,2510,09,0.54,,
plan1547e,26SBB,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,blocking,2X6 22-7/16 SOLID BIRD BLOCK,14,BOM,0.72,0.54,10.08,7.56,$0.18 ,25.00%,2510,09,0.54,,
plan1547e,24DF,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,plate,2X4-RL STD&BTR DF,1018,MBF,634.83,0.363514867,431.05,370.0581342,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,26DF2,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,plate,2X6-RL #2&BTR DF,820,MBF,556.18,0.4750002,456.07,389.500164,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,46GDF2,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,header,4X6-RL #2 DF GRN,4,MBF,630.95,2.274,5.05,9.096,($506.05),-80.20%,2201,09,1137,,
plan1547e,48GDF2,,|34rf 2ND FLOOR WALLS READYFRAME 1547e CJ,header,4X8-RL #2 DF GRN,34,MBF,815.48,2.360295,73.95,80.25003,($69.52),-8.53%,2201,09,885,,
plan1547e,OSBSTRIPS,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",2,EA,1.39,1.1351,2.78,2.2702,$0.25 ,18.34%,3511,08,1.1351,,
plan1547e,7165128OSB,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,filler,"7/16""5-1/2""X8 OSB NON-RTD",8,MSF,411,1.287117,12.06,10.296936,$60.00 ,14.60%,3506,08,351,,
plan1547e,26SBB,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,blocking,2X6 22-7/16 SOLID BIRD BLOCK,20,BOM,0.72,0.54,14.4,10.8,$0.18 ,25.00%,2510,09,0.54,,
plan1547e,24DF,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,plate,2X4-RL STD&BTR DF,1018,MBF,634.83,0.363514867,431.05,370.0581342,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,26DF2,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,plate,2X6-RL #2&BTR DF,820,MBF,556.18,0.4750002,456.07,389.500164,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,46GDF2,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,header,4X6-RL #2 DF GRN,4,MBF,630.95,2.274,5.05,9.096,($506.05),-80.20%,2201,09,1137,,
plan1547e,48GDF2,,|34rf 2ND FLOOR WALLS READYFRAME 1547e FGK,header,4X8-RL #2 DF GRN,34,MBF,815.48,2.360295,73.95,80.25003,($69.52),-8.53%,2201,09,885,,
plan1547e,24DF,,|34 2ND FLOOR WALLS 1547e CGJK,very top plate,2X4-RL STD&BTR DF,196,MBF,634.83,0.363514867,82.99,71.24891385,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,2414DF,,|34 2ND FLOOR WALLS 1547e CGJK,bracing,2X4-14' STD&BTR DF,26,MBF,634.83,5.086485,154.05,132.24861,$89.83 ,14.15%,2503,09,545,,
plan1547e,26DF2,,|34 2ND FLOOR WALLS 1547e CGJK,very top plate,2X6-RL #2&BTR DF,128,MBF,556.18,0.4750002,71.19,60.8000256,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,716OSB9,,|34 2ND FLOOR WALLS 1547e CGJK,wall sheathing,"7/16""4X9 OSB RTD",24,MSF,319.32,10.3765572,275.89,249.0373728,$31.08 ,9.73%,3506,08,288.2377,,
plan1547e,LPFB49,,|34 2ND FLOOR WALLS 1547e CGJK,fire wall detail,7/16 4X9 LP FLAMEBLOCK OSB,4,EA,2425,69.84,349.2,279.36,$485.00 ,20.00%,1,l5,1940,,
plan1547e,CMSTC16,,|34 2ND FLOOR WALLS 1547e CGJK,strap tie,CMSTC16 COILED STRAP 16GA,1,EA,202.08,157.6199,202.08,157.6199,$44.46 ,22.00%,4502,05,157.6199,,
plan1547e,MSTC40,,|34 2ND FLOOR WALLS 1547e CGJK,strap tie,SIMPSON MSTC40 STRAP TIE,2,EA,11.21,8.7399,22.42,17.4798,$2.47 ,22.03%,4502,05,8.7399,,
plan1547e,A35,,|34 2ND FLOOR WALLS 1547e CGJK,post connection,"1-7/16X4-1/2"" FRAMING ANCHOR",6,EA,0.53,0.41,3.18,2.46,$0.12 ,22.64%,4502,05,0.41,,
plan1547e,249258DF,,|34 2ND FLOOR WALLS 1547e CJ,studs,"2X4-92-5/8"" STUD DF PET",182,MBF,431.82,1.919880533,419.13,349.4182571,$71.82 ,16.63%,2505,09,360.0001,,
plan1547e,269258DF,,|34 2ND FLOOR WALLS 1547e CJ,studs,"2X6-92-5/8"" STUD DF PET",124,MBF,397.73,2.6399992,394.55,327.3599008,$67.73 ,17.03%,2505,09,329.9999,,
plan1547e,26DF2,,|34 2ND FLOOR WALLS 1547e CJ,blocking,2X6-RL #2&BTR DF,100,MBF,556.18,0.4750002,55.62,47.50002,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,716OSB,,|34 2ND FLOOR WALLS 1547e CJ,wall sheathing,"7/16""4X8 OSB RTD",3,MSF,307.95,8.7398496,29.56,26.2195488,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,LPFB410,,|34 2ND FLOOR WALLS 1547e CJ,fire wall detail,7/16 4X10 LP FLAMEBLOCK OSB,2,EA,2431.25,77.8,194.5,155.6,$486.25 ,20.00%,1,l5,1945,,
plan1547e,MSTC66,,|34 2ND FLOOR WALLS 1547e CJ,strap tie,SIMPSON MSTC66 STRAP TIE,4,EA,21.51,16.78,86.04,67.12,$4.73 ,21.99%,4502,05,16.78,,
plan1547e,249258DF,,|34 2ND FLOOR WALLS 1547e FGK,studs,"2X4-92-5/8"" STUD DF PET",195,MBF,431.82,1.919880533,449.06,374.376704,$71.82 ,16.63%,2505,09,360.0001,,
plan1547e,269258DF,,|34 2ND FLOOR WALLS 1547e FGK,studs,"2X6-92-5/8"" STUD DF PET",132,MBF,397.73,2.6399992,420,348.4798944,$67.73 ,17.03%,2505,09,329.9999,,
plan1547e,26DF2,,|34 2ND FLOOR WALLS 1547e CJ,blocking,2X6-RL #2&BTR DF,140,MBF,556.18,0.4750002,77.87,66.500028,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,MSTC40,,|34 2ND FLOOR WALLS 1547e FGK,strap tie,SIMPSON MSTC40 STRAP TIE,2,EA,11.21,8.7399,22.42,17.4798,$2.47 ,22.03%,4502,05,8.7399,,
plan1547e,10SWLG12-G,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,Shafterliner 2'x12',1 in x 2 ft x 12 ft GP DensGlass,38,EA,1835.29,37.44,1673.78,1422.72,$275.29 ,15.00%,1,l5,1560,,
plan1547e,200CRT-18-10,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,C Channel,"2 in x 10 ft x 25 Ga Steel C
Runner",5,EA,7.47,5.6,37.35,28,$1.87 ,25.03%,1,l5,5.6,,
plan1547e,200HS-18-12,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,H Channel,2 in x 12 ft x 25 Ga 18 mil Steel H Stud,21,EA,13.12,9.84,275.52,206.64,$3.28 ,25.00%,1,l5,9.84,,
plan1547e,ALUMCLIP,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,Break Away Clips,Aluminum Breakaway ASW Clips,80,EA,1.04,0.78,83.2,62.4,$0.26 ,25.00%,1,l5,0.78,,
plan1547e,GRAVB31Z,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,Screws #8 X 9/16,9/16 in x #8 Grabber #2 Phillips 5# Bx - Wafer Head Fine Thread,1,BX,32.4,24.3,32.4,24.3,$8.10 ,25.00%,1,l5,24.3,,
plan1547e,114W-5LB-G,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,"Screws #6 x 1-1/4""",1 1/4 in x #6 Grabber #2 Phillips 5# Bx - Bugle Head Coarse Thread,1,BX,32,24,32,24,$8.00 ,25.00%,1,l5,24,,
plan1547e,GRAGGIFC29,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,Fire Caulking,"GrabberGard IFC Intumescent Fire
Caulk - 29 oz",1,EA,25.33,19,25.33,19,$6.33 ,24.99%,1,l5,19,,
plan1547e,GRAGSCSF,,|37 UPPER LEVEL SHAFTLINER 1547e CJ,Acoustic Sealant,Grabber GSCS Acoustical Sealant,1,EA,9.43,7.07,9.43,7.07,$2.36 ,25.03%,1,l5,7.07,,
plan1547e,10SWLG12-G,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,Shafterliner 2'x12',1 in x 2 ft x 12 ft GP DensGlass,38,EA,1835.29,37.44,1673.78,1422.72,$275.29 ,15.00%,1,l5,1560,,
plan1547e,200CRT-18-10,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,C Channel,"2 in x 10 ft x 25 Ga Steel C
Runner",5,EA,7.47,5.6,37.35,28,$1.87 ,25.03%,1,l5,5.6,,
plan1547e,200HS-18-12,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,H Channel,2 in x 12 ft x 25 Ga 18 mil Steel H Stud,21,EA,13.12,9.84,275.52,206.64,$3.28 ,25.00%,1,l5,9.84,,
plan1547e,ALUMCLIP,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,Break Away Clips,Aluminum Breakaway ASW Clips,80,EA,1.04,0.78,83.2,62.4,$0.26 ,25.00%,1,l5,0.78,,
plan1547e,GRAVB31Z,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,Screws #8 X 9/16,9/16 in x #8 Grabber #2 Phillips 5# Bx - Wafer Head Fine Thread,1,BX,32.4,24.3,32.4,24.3,$8.10 ,25.00%,1,l5,24.3,,
plan1547e,114W-5LB-G,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,"Screws #6 x 1-1/4""",1 1/4 in x #6 Grabber #2 Phillips 5# Bx - Bugle Head Coarse Thread,1,BX,32,24,32,24,$8.00 ,25.00%,1,l5,24,,
plan1547e,GRAGGIFC29,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,Fire Caulking,"GrabberGard IFC Intumescent Fire
Caulk - 29 oz",1,EA,25.33,19,25.33,19,$6.33 ,24.99%,1,l5,19,,
plan1547e,GRAGSCSF,,|37 UPPER LEVEL SHAFTLINER 1547e FGK,Acoustic Sealant,Grabber GSCS Acoustical Sealant,1,EA,9.43,7.07,9.43,7.07,$2.36 ,25.03%,1,l5,7.07,,
plan1547e,1420WWP,,|40 ROOF 1547e CJ,fascia,1X4-20' WW PRIMED,7,MBF,2448.24,13.874027,114.26,97.118189,$367.24 ,15.00%,4001,09,2081,,
plan1547e,2820WWP,,|40 ROOF 1547e CJ,fascia,"2""X8""-20' WW PRIMED",7,MBF,1487.21,34.10709033,277.62,238.7496323,$208.21 ,14.00%,2510,09,1278.9999,,
plan1547e,24DF,,|40 ROOF 1547e CJ,very top plate,2X4-RL STD&BTR DF,500,MBF,634.83,0.363514867,211.72,181.7574333,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,26DF2,,|40 ROOF 1547e CJ,truss bracing,2X6-RL #2&BTR DF,240,MBF,556.18,0.4750002,133.48,114.000048,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,28DF2,,|40 ROOF 1547e CJ,blocking & of,2X8-RL #2&BTR DF,100,MBF,647.73,0.731500266,86.15,73.1500266,$97.73 ,15.09%,2503,09,550.0002,,
plan1547e,21214DF2,,|40 ROOF 1547e CJ,blocking,2X12-14' #2&BTR DF,2,MBF,636.36,15.9600028,35.64,31.9200056,$66.36 ,10.43%,2503,09,570.0001,,
plan1547e,21218DF2,,|40 ROOF 1547e CJ,rafters,2X12-18' #2&BTR DF,7,MBF,636.36,23.2156116,160.36,162.5092812,($8.52),-1.34%,2503,09,644.8781,,
plan1547e,716OSB,,|40 ROOF 1547e CJ,roof sheathing,"7/16""4X8 OSB RTD",32,MSF,307.95,8.7398496,315.34,279.6751872,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,716OSB,,|40 ROOF 1547e CJ,heel sheeting,"7/16""4X8 OSB RTD",4,MSF,307.95,8.7398496,39.42,34.9593984,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,LPFB48,,|40 ROOF 1547e CJ,end wall sheathing,7/16 4X8 LP FLAMEBLOCK OSB,4,EA,2393.75,61.28,306.4,245.12,$478.75 ,20.00%,1,l5,1915,,
plan1547e,SS7648CS,,|40 ROOF 1547e CJ,soffit,4X8 TX SOFFIT SMART STRAND 76,8,MSF,1758.82,47.8399968,450.26,382.7199744,$263.82 ,15.00%,3905,09,1494.9999,,
plan1547e,12FT,,|40 ROOF 1547e CJ,roof sheathing,"15/32""4X8 CDX RTD FT-KDAT INT",12,MSF,1307,34.0647104,501.89,408.7765248,$242.48 ,18.55%,3005,08,1064.5222,,
plan1547e,ARS28RA,,|40 ROOF 1547e CJ,roof anchor,"ARS28 ""SUPER ANCHOR"" ROOF",2,EA,65.49,41.8812,130.98,83.7624,$23.61 ,36.05%,4107,06,41.8812,,
plan1547e,HUS26,,|40 ROOF 1547e CJ,joist hanger,SIMPSON HUS26 JOIST HANGER EA,8,EA,2.51,1.9599,20.08,15.6792,$0.55 ,21.92%,4502,05,1.9599,,
plan1547e,LGT2,,|40 ROOF 1547e CJ,tie plate,LIGHT WEIGHT GIRDER TIE DOWN,2,EA,10.33,8.0601,20.66,16.1202,$2.27 ,21.97%,4502,05,8.0601,,
plan1547e,SDPW14500-R50,,|40 ROOF 1547e CJ,deflection screws,"DEFLECTOR SCREWS 5"" RETAIL PACK, 50 CT",1,EA,75.01,56.26,75.01,56.26,$18.75 ,25.00%,1,l5,56.26,,
plan1547e,PSCL1/2EA,,|40 ROOF 1547e CJ,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",168,EA,0.08,0.0601,13.44,10.0968,$0.02 ,24.88%,4502,05,0.0601,,
plan1547e,LS50,,|40 ROOF 1547e CJ,roof tie,"LS50 5"" ADJ L ANGLE SIMPSON",49,EA,2.22,1.7301,108.78,84.7749,$0.49 ,22.07%,4502,05,1.7301,,
plan1547e,716OSB,,|40gs ROOF GABLE SHEETING 1547e CJ,gable sheathing,"7/16""4X8 OSB RTD",10,MSF,307.95,8.7398496,98.54,87.398496,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,1420WWP,,|40 ROOF 1547e FGK,fascia,1X4-20' WW PRIMED,7,MBF,2448.24,13.874027,114.26,97.118189,$367.24 ,15.00%,4001,09,2081,,
plan1547e,2820WWP,,|40 ROOF 1547e FGK,fascia,"2""X8""-20' WW PRIMED",7,MBF,1487.21,34.10709033,277.62,238.7496323,$208.21 ,14.00%,2510,09,1278.9999,,
plan1547e,24DF,,|40 ROOF 1547e FGK,very top plate,2X4-RL STD&BTR DF,600,MBF,634.83,0.363514867,254.06,218.10892,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,26DF2,,|40 ROOF 1547e FGK,truss bracing,2X6-RL #2&BTR DF,240,MBF,556.18,0.4750002,133.48,114.000048,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,28DF2,,|40 ROOF 1547e FGK,blocking & of,2X8-RL #2&BTR DF,160,MBF,647.73,0.731500266,137.84,117.0400426,$97.73 ,15.09%,2503,09,550.0002,,
plan1547e,716OSB,,|40 ROOF 1547e FGK,roof sheathing,"7/16""4X8 OSB RTD",32,MSF,307.95,8.7398496,315.34,279.6751872,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,716OSB,,|40 ROOF 1547e FGK,heel sheeting,"7/16""4X8 OSB RTD",4,MSF,307.95,8.7398496,39.42,34.9593984,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,LPFB48,,|40 ROOF 1547e FGK,end wall sheathing,7/16 4X8 LP FLAMEBLOCK OSB,4,EA,2393.75,61.28,306.4,245.12,$478.75 ,20.00%,1,l5,1915,,
plan1547e,SS7648CS,,|40 ROOF 1547e FGK,soffit,4X8 TX SOFFIT SMART STRAND 76,8,MSF,1758.82,47.8399968,450.26,382.7199744,$263.82 ,15.00%,3905,09,1494.9999,,
plan1547e,12FT,,|40 ROOF 1547e FGK,roof sheathing,"15/32""4X8 CDX RTD FT-KDAT INT",12,MSF,1307,34.0647104,501.89,408.7765248,$242.48 ,18.55%,3005,08,1064.5222,,
plan1547e,ARS28RA,,|40 ROOF 1547e FGK,roof anchor,"ARS28 ""SUPER ANCHOR"" ROOF",2,EA,65.49,41.8812,130.98,83.7624,$23.61 ,36.05%,4107,06,41.8812,,
plan1547e,HUS26,,|40 ROOF 1547e FGK,joist hanger,SIMPSON HUS26 JOIST HANGER EA,8,EA,2.51,1.9599,20.08,15.6792,$0.55 ,21.92%,4502,05,1.9599,,
plan1547e,LGT2,,|40 ROOF 1547e FGK,tie plate,LIGHT WEIGHT GIRDER TIE DOWN,2,EA,10.33,8.0601,20.66,16.1202,$2.27 ,21.97%,4502,05,8.0601,,
plan1547e,SDPW14500-R50,,|40 ROOF 1547e FGK,deflection screws,"DEFLECTOR SCREWS 5"" RETAIL PACK, 50 CT",1,EA,75.01,56.26,75.01,56.26,$18.75 ,25.00%,1,l5,56.26,,
plan1547e,PSCL1/2EA,,|40 ROOF 1547e FGK,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",168,EA,0.08,0.0601,13.44,10.0968,$0.02 ,24.88%,4502,05,0.0601,,
plan1547e,LS50,,|40 ROOF 1547e FGK,roof tie,"LS50 5"" ADJ L ANGLE SIMPSON",49,EA,2.22,1.7301,108.78,84.7749,$0.49 ,22.07%,4502,05,1.7301,,
plan1547e,716OSB,,|40gs ROOF GABLE SHEETING 1547e FGK,gable sheathing,"7/16""4X8 OSB RTD",10,MSF,307.95,8.7398496,98.54,87.398496,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,716OSB10,,|76 SHEARWALL 1547e CGJK,wall sheathing,"7/16""4X10 OSB RTD",5,MSF,330.68,11.316516,66.14,56.58258,$47.77 ,14.45%,3506,08,282.9129,,
plan1547e,9125DWRA,,|58 HOUSEWRAP 1547J (153e),housewrap,9'X125' TYVEK DRAINWRP RICHMND,2,EA,160.28,129.8301,320.56,259.6602,$30.45 ,19.00%,4202,08,129.8301,,
plan1547e,475DFTRA,,|58 HOUSEWRAP 1547J (153e),window tape,"4""X75' DUPONT FLASH TP RICHMND",5,EA,26.69620253,23.2492,133.48,116.246,$3.45 ,12.91%,4201,08,23.2492,,
plan1547e,975TFWNFRA,,|58 HOUSEWRAP 1547J (153e),window sill tape,"9""X75' TYVEK FW NF TP RICHMOND",2,EA,134.9240506,133.33,269.85,266.66,$1.59 ,1.18%,4201,08,133.33,,
plan1547e,TTAPE3-164RA,,|58 HOUSEWRAP 1547J (153e),housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",6,EA,15.125,13.3765,90.75,80.259,$1.75 ,11.56%,4201,08,13.3765,,
plan1547e,CH38SP,,|58 HOUSEWRAP 1547J (153e),housewrap staples,"3/8"" STINGER STAPLE PAC 2016CT",2,EA,56.64,44.1771,113.28,88.3542,$12.46 ,22.00%,4504,05,44.1771,,
plan1547e,DPWS,,|58 HOUSEWRAP 1547J (153e),siding sealant,10.3 OZ TUBE DUPONT SEALANT,11,EA,4.96,4.1205,54.56,45.3255,$0.84 ,16.93%,4203,01,4.1205,,
plan1547e,9125DWRA,,|58 HOUSEWRAP 1547K (153e),housewrap,9'X125' TYVEK DRAINWRP RICHMND,2,EA,160.28,129.8301,320.56,259.6602,$30.45 ,19.00%,4202,08,129.8301,,
plan1547e,TTAPE3-164RA,,|58 HOUSEWRAP 1547K (153e),housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",5,EA,15.125,13.3765,75.63,66.8825,$1.75 ,11.56%,4201,08,13.3765,,
plan1547e,475DFTRA,,|58 HOUSEWRAP 1547K (153e),window tape,"4""X75' DUPONT FLASH TP RICHMND",5,EA,26.69620253,23.2492,133.48,116.246,$3.45 ,12.91%,4201,08,23.2492,,
plan1547e,975TFWNFRA,,|58 HOUSEWRAP 1547K (153e),window sill tape,"9""X75' TYVEK FW NF TP RICHMOND",2,EA,134.9240506,133.33,269.85,266.66,$1.59 ,1.18%,4201,08,133.33,,
plan1547e,CH38SP,,|58 HOUSEWRAP 1547K (153e),housewrap staples,"3/8"" STINGER STAPLE PAC 2016CT",2,EA,56.64,44.1771,113.28,88.3542,$12.46 ,22.00%,4504,05,44.1771,,
plan1547e,DPWS,,|58 HOUSEWRAP 1547K (153e),siding sealant,10.3 OZ TUBE DUPONT SEALANT,10,EA,4.96,4.1205,49.6,41.205,$0.84 ,16.93%,4203,01,4.1205,,
plan1547e,2220WWP,,|60 EXTERIOR TRIM AND SIDING 1547K (153e),isc/frieze,"2""X2""-20' WW PRIMED",5,MBF,1683.72,9.653815333,56.13,48.26907667,$235.72 ,14.00%,2510,09,1447.9999,,
