Sku,Qty,Description,Pack,Manual Price,System Price,System Cost,Type,Qty UOM,Price UOM,EXT Price,Manual Cost,Margin (Avg %),Last Edited By,Day/Time,Price Source,Price Territory,Begin/End Date,Category,Target Margin,Minimum Margin,Price Last Update,Vendor Reprice Date,Notes,Tally Measurements,Extended Description,Estimator Notes
14114TTECRIM16,0,1-1/4X14" TOLKO LSL RIM 16',|30 2ND FLOOR SYSTEM,77.69000,100.99000,,ST,EA,EA,0.0000000000000,,17.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2005,,,11/19/2025,,,,,
14114TTECRIM16,14,1-1/4X14" TOLKO LSL RIM 16',|30 2ND FLOOR SYSTEM-A,77.69000,100.99000,,ST,EA,EA,1087.6600000000000,,17.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2005,,,11/19/2025,,,,,rim/ blocking
WBC2LVL14LF,0,1-3/4X14 BC LVL 2.1E LF,|30 2ND FLOOR SYSTEM,9.45000,11.69000,,ST,LF,LF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2042,,,11/19/2025,,,,,
WBC2LVL14LF,6,1-3/4X14 BC LVL 2.1E LF,|30 2ND FLOOR SYSTEM-A,9.45000,11.69000,,ST,LF,LF,56.7000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2042,,,11/19/2025,,,,,floor beam
51215DF18GL,0,5-1/2X15 GLAM LF,|30 2ND FLOOR SYSTEM,26.09000,32.19000,,ST,LF,LF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2006,,,11/19/2025,,,,,
51215DF18GL,21,5-1/2X15 GLAM LF,|30 2ND FLOOR SYSTEM-A,26.09000,32.19000,,ST,LF,LF,547.8900000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2006,,,11/19/2025,,,,,garage beam
2420DF,0,2X4-20' STD&BTR DF,|30 2ND FLOOR SYSTEM,634.83000,744.00000,,ST,MBF,MBF,0.0000000000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2420DF,3,2X4-20' STD&BTR DF,|30 2ND FLOOR SYSTEM-A,634.83000,744.00000,,ST,MBF,MBF,25.3868517000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,stair stiff back
2620DF2,0,2X6-20' #2&BTR DF,|30 2ND FLOOR SYSTEM,556.18000,677.00000,,ST,MBF,MBF,0.0000000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2620DF2,8,2X6-20' #2&BTR DF,|30 2ND FLOOR SYSTEM-A,556.18000,677.00000,,ST,MBF,MBF,88.9888000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,strongback
288DF2,0,2X8-8' #2&BTR DF,|30 2ND FLOOR SYSTEM,640.45000,737.00000,,ST,MBF,MBF,0.0000000000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
288DF2,4,2X8-8' #2&BTR DF,|30 2ND FLOOR SYSTEM-A,640.45000,737.00000,,ST,MBF,MBF,27.3267206000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,landing joist
21220DF2,0,2X12-20' #2&BTR DF,|30 2ND FLOOR SYSTEM,636.36000,844.00000,,ST,MBF,MBF,0.0000000000000,,-17.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
21220DF2,3,2X12-20' #2&BTR DF,|30 2ND FLOOR SYSTEM-A,636.36000,844.00000,,ST,MBF,MBF,76.3632000000000,,-17.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,stair stringer
118TGOSBWGOFF,0,1-1/8"4X8 T&G OSB EDGGLD SIF,|30 2ND FLOOR SYSTEM,1017.44000,1248.00000,,ST,MSF,MSF,0.0000000000000,,10.9,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3507,,,11/19/2025,,,,,
118TGOSBWGOFF,1,1-1/8"4X8 T&G OSB EDGGLD SIF,|30 2ND FLOOR SYSTEM-A,1017.44000,1248.00000,,ST,MSF,MSF,32.5580800000000,,10.9,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3507,,,11/19/2025,,,,,landing sheathing
1212OSBS,0,5/4"X12"-12' STEP TREAD OSB,|30 2ND FLOOR SYSTEM,23.49000,28.49000,,ST,EA,EA,0.0000000000000,,29.8,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,09/15/2025,5603,,,11/19/2025,,,,,
1212OSBS,5,5/4"X12"-12' STEP TREAD OSB,|30 2ND FLOOR SYSTEM-A,23.49000,28.49000,,ST,EA,EA,117.4500000000000,,29.8,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,09/15/2025,5603,,,11/19/2025,,,,,stair treads
LUS28,0,LUS28 JOIST HANGER 2X8,|30 2ND FLOOR SYSTEM,1.37000,1.89000,,ST,EA,EA,0.0000000000000,,21.9,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,
LUS28,8,LUS28 JOIST HANGER 2X8,|30 2ND FLOOR SYSTEM-A,1.37000,1.89000,,ST,EA,EA,10.9600000000000,,21.9,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,landing hangers
LS50,0,LS50 5" ADJ L ANGLE SIMPSON,|30 2ND FLOOR SYSTEM,2.22000,2.59000,,ST,EA,EA,0.0000000000000,,22.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,
LS50,10,LS50 5" ADJ L ANGLE SIMPSON,|30 2ND FLOOR SYSTEM-A,2.22000,2.59000,,ST,EA,EA,22.2000000000000,,22.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,lvl hanger
78TGOSBWGOFF,0,7/8"4X8 T&G OSB EDGGLD SIF FF,|32 2ND FLOOR SUBFLOOR,773.26000,970.00000,,ST,MSF,MSF,0.0000000000000,,8.6,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3507,,,11/19/2025,,,,,
78TGOSBWGOFF,34,7/8"4X8 T&G OSB EDGGLD SIF FF,|32 2ND FLOOR SUBFLOOR-A,773.26000,970.00000,,ST,MSF,MSF,841.3068800000000,,8.6,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3507,,,11/19/2025,,,,,floor sheathing
SFG,0,BFS SUB FLR GLUE 28OZ,|32 2ND FLOOR SUBFLOOR,4.08000,4.58100,,ST,EA,EA,0.0000000000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,4203,,,11/19/2025,,,,,
SFG,9,BFS SUB FLR GLUE 28OZ,|32 2ND FLOOR SUBFLOOR-A,4.08000,4.58100,,ST,EA,EA,36.7200000000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,4203,,,11/19/2025,,,,,floor glue
249258DF,0,2X4-92-5/8" STUD DF PET,|34 2ND FLOOR WALLS,431.82000,500.00000,,ST,MBF,MBF,0.0000000000000,,16.6,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2505,,,11/19/2025,,,,,
249258DF,143,2X4-92-5/8" STUD DF PET,|34 2ND FLOOR WALLS-A,431.82000,500.00000,,ST,MBF,MBF,329.3141365800000,,16.6,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2505,,,11/19/2025,,,,,studs
269258DF,0,2X6-92-5/8" STUD DF PET,|34 2ND FLOOR WALLS,397.73000,487.00000,,ST,MBF,MBF,0.0000000000000,,12.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2505,,,11/19/2025,,,,,
269258DF,136,2X6-92-5/8" STUD DF PET,|34 2ND FLOOR WALLS-A,397.73000,487.00000,,ST,MBF,MBF,432.7302400000000,,12.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2505,,,11/19/2025,,,,,studs
1412FIR,0,1X4-12' STD&BTR FIR KD,|34 2ND FLOOR WALLS,935.29000,1243.00000,,ST,MBF,MBF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,4009,,,11/19/2025,,,,,
1412FIR,17,1X4-12' STD&BTR FIR KD,|34 2ND FLOOR WALLS-A,935.29000,1243.00000,,ST,MBF,MBF,63.5997200000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,4009,,,11/19/2025,,,,,top top plate
1612FIR,0,1X6-12' STD&BTR FIR KD,|34 2ND FLOOR WALLS,1017.80000,1352.00000,,ST,MBF,MBF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,4009,,,11/19/2025,,,,,
1612FIR,3,1X6-12' STD&BTR FIR KD,|34 2ND FLOOR WALLS-A,1017.80000,1352.00000,,ST,MBF,MBF,18.3204000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,4009,,,11/19/2025,,,,,top top plate
24DF,0,2X4-RL STD&BTR DF,|34 2ND FLOOR WALLS,634.83000,744.00000,,ST,MBF,MBF,0.0000000000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
24DF,20,2X4-RL STD&BTR DF,|34 2ND FLOOR WALLS-A,634.83000,744.00000,,ST,MBF,MBF,8.4686322000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,plate
2414DF,0,2X4-14' STD&BTR DF,|34 2ND FLOOR WALLS,634.83000,744.00000,,ST,MBF,MBF,0.0000000000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2414DF,26,2X4-14' STD&BTR DF,|34 2ND FLOOR WALLS-A,634.83000,744.00000,,ST,MBF,MBF,154.0465781400000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,bracing
26DF2,0,2X6-RL #2&BTR DF,|34 2ND FLOOR WALLS,556.18000,677.00000,,ST,MBF,MBF,0.0000000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/10/2025,2503,,,11/19/2025,,,,,
26DF2,182,2X6-RL #2&BTR DF,|34 2ND FLOOR WALLS-A,556.18000,677.00000,,ST,MBF,MBF,101.2247600000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/10/2025,2503,,,11/19/2025,,,,,plate
716OSB9,0,7/16"4X9 OSB RTD,|34 2ND FLOOR WALLS,319.32000,400.00000,,ST,MSF,MSF,0.0000000000000,,18.3,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3506,,,11/19/2025,,,,,
716OSB9,32,7/16"4X9 OSB RTD,|34 2ND FLOOR WALLS-A,319.32000,400.00000,,ST,MSF,MSF,367.8566400000000,,18.3,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3506,,,11/19/2025,,,,,wall sheathing
MSTC40,0,SIMPSON MSTC40 STRAP TIE,|34 2ND FLOOR WALLS,11.21000,14.59000,,ST,EA,EA,0.0000000000000,,22.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,
MSTC40,2,SIMPSON MSTC40 STRAP TIE,|34 2ND FLOOR WALLS-A,11.21000,14.59000,,ST,EA,EA,22.4200000000000,,22.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,strap tie
OSBSTRIPS,0,7/16" X 3 1/2" X 8' OSB STRIPS,|34rf 2ND FLOOR WALLS READYFRAME,1.39000,1.69000,,ST,EA,EA,0.0000000000000,,23.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3511,,,11/19/2025,,,,,
OSBSTRIPS,4,7/16" X 3 1/2" X 8' OSB STRIPS,|34rf 2ND FLOOR WALLS READYFRAME-A,1.39000,1.69000,,ST,EA,EA,5.5600000000000,,23.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3511,,,11/19/2025,,,,,filler
7165128OSB,0,7/16"5-1/2"X8 OSB NON-RTD,|34rf 2ND FLOOR WALLS READYFRAME,411.00000,460.00000,,ST,MSF,MSF,0.0000000000000,,20.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3506,,,11/19/2025,,,,,
7165128OSB,8,7/16"5-1/2"X8 OSB NON-RTD,|34rf 2ND FLOOR WALLS READYFRAME-A,411.00000,460.00000,,ST,MSF,MSF,12.0570960000000,,20.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3506,,,11/19/2025,,,,,filler
24DF,0,2X4-RL STD&BTR DF,|34rf 2ND FLOOR WALLS READYFRAME,634.83000,744.00000,,ST,MBF,MBF,0.0000000000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
24DF,486,2X4-RL STD&BTR DF,|34rf 2ND FLOOR WALLS READYFRAME-A,634.83000,744.00000,,ST,MBF,MBF,205.7877624600000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,plate
26DF2,0,2X6-RL #2&BTR DF,|34rf 2ND FLOOR WALLS READYFRAME,556.18000,677.00000,,ST,MBF,MBF,0.0000000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/10/2025,2503,,,11/19/2025,,,,,
26DF2,554,2X6-RL #2&BTR DF,|34rf 2ND FLOOR WALLS READYFRAME-A,556.18000,677.00000,,ST,MBF,MBF,308.1237200000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/10/2025,2503,,,11/19/2025,,,,,plate
4812GDF2,0,4X8-12' #2 DF GRN,|34rf 2ND FLOOR WALLS READYFRAME,815.48000,939.00000,,ST,MBF,MBF,0.0000000000000,,21.8,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2201,,,11/19/2025,,,,,
4812GDF2,2,4X8-12' #2 DF GRN,|34rf 2ND FLOOR WALLS READYFRAME-A,815.48000,939.00000,,ST,MBF,MBF,52.1907200000000,,21.8,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2201,,,11/19/2025,,,,,header beam
1420WWP,0,1X4-20' WW PRIMED,|40 ROOF,2448.24000,3252.00000,,ST,MBF,MBF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,4001,,,11/19/2025,,,,,
1420WWP,8,1X4-20' WW PRIMED,|40 ROOF-A,2448.24000,3252.00000,,ST,MBF,MBF,130.5793286400000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,4001,,,11/19/2025,,,,,shake mold
2820WWP,0,2"X8"-20' WW PRIMED,|40 ROOF,1487.21000,1999.00000,,ST,MBF,MBF,0.0000000000000,,14.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2510,,,11/19/2025,,,,,
2820WWP,8,2"X8"-20' WW PRIMED,|40 ROOF-A,1487.21000,1999.00000,,ST,MBF,MBF,317.2754325600000,,14.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2510,,,11/19/2025,,,,,fascia
24DF,0,2X4-RL STD&BTR DF,|40 ROOF,634.83000,744.00000,,ST,MBF,MBF,0.0000000000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
24DF,540,2X4-RL STD&BTR DF,|40 ROOF-A,634.83000,744.00000,,ST,MBF,MBF,228.6530694000000,,15.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,truss bracing
26DF2,0,2X6-RL #2&BTR DF,|40 ROOF,556.18000,677.00000,,ST,MBF,MBF,0.0000000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/10/2025,2503,,,11/19/2025,,,,,
26DF2,320,2X6-RL #2&BTR DF,|40 ROOF-A,556.18000,677.00000,,ST,MBF,MBF,177.9776000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/10/2025,2503,,,11/19/2025,,,,,truss bracing
2814DF2,0,2X8-14' #2&BTR DF,|40 ROOF,640.45000,737.00000,,ST,MBF,MBF,0.0000000000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2814DF2,3,2X8-14' #2&BTR DF,|40 ROOF-A,640.45000,737.00000,,ST,MBF,MBF,35.8658404500000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,overframe ridge
716OSB,0,7/16"4X8 OSB RTD,|40 ROOF,307.95000,382.00000,,ST,MSF,MSF,0.0000000000000,,18.5,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3506,,,11/19/2025,,,,,
716OSB,60,7/16"4X8 OSB RTD,|40 ROOF-A,307.95000,382.00000,,ST,MSF,MSF,591.2640000000000,,18.5,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,3506,,,11/19/2025,,,,,roof sheathing
SS7648CS,0,4X8 TX SOFFIT SMART STRAND 76,|40 ROOF,1758.82000,2336.00000,,ST,MSF,MSF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3905,,,11/19/2025,,,,,
SS7648CS,9,4X8 TX SOFFIT SMART STRAND 76,|40 ROOF-A,1758.82000,2336.00000,,ST,MSF,MSF,506.5401600000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3905,,,11/19/2025,,,,,soffit
A35,0,1-7/16X4-1/2" FRAMING ANCHOR,|40 ROOF,0.53000,0.79000,,ST,EA,EA,0.0000000000000,,22.6,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/21/2025,4502,,,11/19/2025,,,,,
A35,20,1-7/16X4-1/2" FRAMING ANCHOR,|40 ROOF-A,0.53000,0.79000,,ST,EA,EA,10.6000000000000,,22.6,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/21/2025,4502,,,11/19/2025,,,,,angle clip
LS50,0,LS50 5" ADJ L ANGLE SIMPSON,|40 ROOF,2.22000,2.59000,,ST,EA,EA,0.0000000000000,,22.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,
LS50,60,LS50 5" ADJ L ANGLE SIMPSON,|40 ROOF-A,2.22000,2.59000,,ST,EA,EA,133.2000000000000,,22.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,shear clip
PSCL1/2EA,0,1/2" STEEL PLYWOOD CLIP (EA),|40 ROOF,0.08000,0.11130,,ST,EA,EA,0.0000000000000,,25.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/03/2025,4502,,,11/19/2025,,,,,
PSCL1/2EA,220,1/2" STEEL PLYWOOD CLIP (EA),|40 ROOF-A,0.08000,0.11130,,ST,EA,EA,17.6000000000000,,25.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/03/2025,4502,,,11/19/2025,,,,,ply clip each
LGT2,0,LIGHT WEIGHT GIRDER TIE DOWN,|40 ROOF,10.33000,13.49000,,ST,EA,EA,0.0000000000000,,22.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,
LGT2,2,LIGHT WEIGHT GIRDER TIE DOWN,|40 ROOF-A,10.33000,13.49000,,ST,EA,EA,20.6600000000000,,22.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,06/02/2025,4502,,,11/19/2025,,,,,roof clip
2810DF2,0,2X8-10' #2&BTR DF,|40 ROOF,640.45000,737.00000,,ST,MBF,MBF,0.0000000000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2810DF2,2,2X8-10' #2&BTR DF,|40 ROOF-A,640.45000,737.00000,,ST,MBF,MBF,17.0782397000000,,17.2,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,coffered ceiling
2816DF2,0,2X8-16' #2&BTR DF,|40 ROOF,640.45000,746.00000,,ST,MBF,MBF,0.0000000000000,,5.5,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2816DF2,8,2X8-16' #2&BTR DF,|40 ROOF-A,640.45000,746.00000,,ST,MBF,MBF,109.3017588000000,,5.5,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,rim/ blocking
ARS28RA,0,ARS28 "SUPER ANCHOR" ROOF,|40 ROOF,65.49000,63.49000,,ST,EA,EA,0.0000000000000,,48.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,4107,,,11/19/2025,,,,,
ARS28RA,2,ARS28 "SUPER ANCHOR" ROOF,|40 ROOF-A,65.49000,63.49000,,ST,EA,EA,130.9800000000000,,48.1,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,4107,,,11/19/2025,,,,,roof anchor
SDPW19600-R50,0,DEFLECTOR SCREWS 6" RETAIL PACK; 50 CT,|40 ROOF,111.04000,,,N,EA,EA,0.00000,,,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,,,,,,,,,
SDPW19600-R50,1,DEFLECTOR SCREWS 6" RETAIL PACK; 50 CT,|40 ROOF-A,111.04000,,,N,EA,EA,111.04000,,,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,,,,11/19/2025,,,,,deflection screw
9125DWRA,0,9'X125' TYVEK DRAINWRP RICHMND,|58 HOUSEWRAP,160.28000,199.99000,,ST,EA,EA,0.0000000000000,,19.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,04/17/2023,4202,,,11/19/2025,,,,,
9125DWRA,4,9'X125' TYVEK DRAINWRP RICHMND,|58 HOUSEWRAP-A,160.28000,199.99000,,ST,EA,EA,641.1200000000000,,19.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,04/17/2023,4202,,,11/19/2025,,,,,tyvek housewrap
TTAPE3-164RA,0,3"X164' TYVEK WHT TP RICHMOND,|58 HOUSEWRAP,15.12500,22.39000,,ST,EA,EA,0.0000000000000,,-10.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,4201,,,11/19/2025,,,,,
TTAPE3-164RA,8,3"X164' TYVEK WHT TP RICHMOND,|58 HOUSEWRAP-A,15.12500,22.39000,,ST,EA,EA,121.0000000000000,,-10.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,4201,,,11/19/2025,,,,,housewrap tape
475DFTRA,0,4"X75' DUPONT FLASH TP RICHMND,|58 HOUSEWRAP,26.70000,35.69000,,ST,EA,EA,0.0000000000000,,-22.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,4201,,,11/19/2025,,,,,
475DFTRA,1,4"X75' DUPONT FLASH TP RICHMND,|58 HOUSEWRAP-A,26.70000,35.69000,,ST,EA,EA,26.7000000000000,,-22.7,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,4201,,,11/19/2025,,,,,window and door flashing
CH38SP,0,3/8" STINGER STAPLE PAC 2016CT,|58 HOUSEWRAP,56.64000,52.79040,,ST,EA,EA,0.0000000000000,,-20.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,4504,,,11/19/2025,,,,,
CH38SP,3,3/8" STINGER STAPLE PAC 2016CT,|58 HOUSEWRAP-A,56.64000,52.79040,,ST,EA,EA,169.9200000000000,,-20.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,,,4504,,,11/19/2025,,,,,staples
2220WWP,0,2"X2"-20' WW PRIMED,|60 EXTERIOR TRIM AND SIDING,1683.72000,2263.00000,,ST,MBF,MBF,0.0000000000000,,14.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2510,,,11/19/2025,,,,,
2220WWP,7,2"X2"-20' WW PRIMED,|60 EXTERIOR TRIM AND SIDING-A,1683.72000,2263.00000,,ST,MBF,MBF,78.5775286800000,,14.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,2510,,,11/19/2025,,,,,freize board
HZ10PSTE,0,HARDIE HZ10 SHGL STAGGEREDEDGE,|60 EXTERIOR TRIM AND SIDING,7.98000,10.29000,,ST,EA,EA,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3904,,,11/19/2025,,,,,
HZ10PSTE,41,HARDIE HZ10 SHGL STAGGEREDEDGE,|60 EXTERIOR TRIM AND SIDING-A,7.98000,10.29000,,ST,EA,EA,327.1800000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3904,,,11/19/2025,,,,,shingle siding
HZU54812RT,0,TRM 5/4 PR RG HZ 7.25X12',|60 EXTERIOR TRIM AND SIDING,5130.59000,6608.00000,,ST,MSF,MSF,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3904,,,11/19/2025,,,,,
HZU54812RT,2,TRM 5/4 PR RG HZ 7.25X12',|60 EXTERIOR TRIM AND SIDING-A,5130.59000,6608.00000,,ST,MSF,MSF,74.3935550000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,10/27/2025,3904,,,11/19/2025,,,,,belly band
EM390073,0,4X1-1/8X3/8 WHT HIGH BACK FLSH,|60 EXTERIOR TRIM AND SIDING,8.47000,13.99000,,ST,EA,EA,0.0000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,07/19/2024,4206,,,11/19/2025,,,,,
EM390073,10,4X1-1/8X3/8 WHT HIGH BACK FLSH,|60 EXTERIOR TRIM AND SIDING-A,8.47000,13.99000,,ST,EA,EA,84.7000000000000,,15.0,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,07/19/2024,4206,,,11/19/2025,,,,,siding flashing
2612DF2,0,2X6-12' #2&BTR DF,|60 EXTERIOR TRIM AND SIDING,556.18000,677.00000,,ST,MBF,MBF,0.0000000000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,
2612DF2,1,2X6-12' #2&BTR DF,|60 EXTERIOR TRIM AND SIDING-A,556.18000,677.00000,,ST,MBF,MBF,6.6741600000000,,12.4,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2503,,,11/19/2025,,,,,gable detail
4612GDF2,0,4X6-12' #2&BTR DF GRN,|60 EXTERIOR TRIM AND SIDING,630.95000,846.00000,,ST,MBF,MBF,0.0000000000000,,10.8,Corey Boser,"11/19/2025; 12:18 AM",Manual,zone,11/17/2025,2201,,,11/19/2025,,,,,
